Region,Week,Ratio
Colorado,2021-08-21,15.71
Colorado,2021-08-28,15.71
Colorado,2021-09-04,15.45
Colorado,2021-09-11,15.31
Colorado,2021-09-18,14.46
Colorado,2021-09-25,9.23
Missouri,2020-01-04,21.56
Missouri,2020-01-11,21.66
Missouri,2020-01-18,21.67
Missouri,2020-01-25,21.97
Missouri,2020-02-01,22.16
Missouri,2020-02-08,21.67
Missouri,2020-02-15,21.90
Missouri,2020-02-22,22.11
Missouri,2020-02-29,22.26
Missouri,2020-03-07,22.65
Missouri,2020-03-14,21.14
Missouri,2020-03-21,20.67
Missouri,2020-03-28,21.82
Missouri,2020-04-04,21.14
Missouri,2020-04-11,23.82
Missouri,2020-04-18,22.06
Missouri,2020-04-25,23.53
Missouri,2020-05-02,22.63
Missouri,2020-05-09,23.18
Missouri,2020-05-16,21.82
Missouri,2020-05-23,21.19
Missouri,2020-05-30,20.21
Missouri,2020-06-06,21.01
Missouri,2020-06-13,20.52
Missouri,2020-06-20,19.95
Missouri,2020-06-27,20.86
Missouri,2020-07-04,20.86
Missouri,2020-07-11,21.04
Missouri,2020-07-18,22.21
Missouri,2020-07-25,22.01
Missouri,2020-08-01,22.19
Missouri,2020-08-08,22.01
Missouri,2020-08-15,22.42
Missouri,2020-08-22,22.78
Missouri,2020-08-29,22.45
Missouri,2020-09-05,22.91
Missouri,2020-09-12,22.24
Missouri,2020-09-19,23.48
Missouri,2020-09-26,23.80
Missouri,2020-10-03,24.73
Missouri,2020-10-10,24.87
Missouri,2020-10-17,24.68
Missouri,2020-10-24,25.62
Missouri,2020-10-31,26.17
Missouri,2020-11-07,29.08
Missouri,2020-11-14,29.88
Missouri,2020-11-21,30.19
Missouri,2020-11-28,31.00
Missouri,2020-12-05,31.88
Missouri,2020-12-12,32.77
Missouri,2020-12-19,30.71
Missouri,2020-12-26,29.73
Missouri,2021-01-02,29.78
Missouri,2021-01-09,28.47
Missouri,2021-01-16,29.03
Missouri,2021-01-23,28.01
Missouri,2021-01-30,26.29
Missouri,2021-02-06,24.78
Missouri,2021-02-13,23.17
Missouri,2021-02-20,24.57
Missouri,2021-02-27,22.75
Missouri,2021-03-06,22.19
Missouri,2021-03-13,21.35
Missouri,2021-03-20,20.34
Missouri,2021-03-27,22.70
Missouri,2021-04-03,20.89
Missouri,2021-04-10,22.63
Missouri,2021-04-17,21.24
Missouri,2021-04-24,21.15
Missouri,2021-05-01,21.14
Missouri,2021-05-08,19.95
Missouri,2021-05-15,21.48
Missouri,2021-05-22,20.67
Missouri,2021-05-29,20.37
Missouri,2021-06-05,21.45
Missouri,2021-06-12,21.72
Missouri,2021-06-19,20.72
Missouri,2021-06-26,22.37
Missouri,2021-07-03,20.70
Missouri,2021-07-10,22.23
Missouri,2021-07-17,23.15
Missouri,2021-07-24,22.88
Missouri,2021-07-31,23.64
Missouri,2021-08-07,25.48
Missouri,2021-08-14,25.72
Missouri,2021-08-21,24.39
Missouri,2021-08-28,24.47
Missouri,2021-09-04,21.45
Missouri,2021-09-11,19.87
Missouri,2021-09-18,18.34
Missouri,2021-09-25,12.87
Alaska,2020-01-04,12.14
Alaska,2020-01-11,14.32
Alaska,2020-01-18,13.50
Alaska,2020-01-25,13.23
Alaska,2020-02-01,11.59
Alaska,2020-02-08,12.54
Alaska,2020-02-15,12.14
Alaska,2020-02-22,11.32
Alaska,2020-02-29,11.45
Alaska,2020-03-07,10.77
Alaska,2020-03-14,12.54
Alaska,2020-03-21,9.41
Alaska,2020-03-28,11.73
Alaska,2020-04-04,13.36
Alaska,2020-04-11,11.45
Alaska,2020-04-18,10.91
Alaska,2020-04-25,8.32
Alaska,2020-05-02,11.86
Alaska,2020-05-09,12.14
Alaska,2020-05-16,11.45
Alaska,2020-05-23,11.18
Alaska,2020-05-30,13.23
Alaska,2020-06-06,10.77
Alaska,2020-06-13,12.00
Alaska,2020-06-20,12.54
Alaska,2020-06-27,12.27
Alaska,2020-07-04,11.45
Alaska,2020-07-11,13.77
Alaska,2020-07-18,12.14
Alaska,2020-07-25,12.68
Alaska,2020-08-01,15.54
Alaska,2020-08-08,13.77
Alaska,2020-08-15,10.09
Alaska,2020-08-22,15.82
Alaska,2020-08-29,12.68
Alaska,2020-09-05,14.32
Alaska,2020-09-12,11.86
Alaska,2020-09-19,14.18
Alaska,2020-09-26,15.54
Alaska,2020-10-03,10.64
Alaska,2020-10-10,15.95
Alaska,2020-10-17,13.77
Alaska,2020-10-24,13.91
Alaska,2020-10-31,14.59
Alaska,2020-11-07,15.54
Alaska,2020-11-14,15.54
Alaska,2020-11-21,16.64
Alaska,2020-11-28,15.54
Alaska,2020-12-05,16.09
Alaska,2020-12-12,18.41
Alaska,2020-12-19,13.50
Alaska,2020-12-26,15.68
Alaska,2021-01-02,14.32
Alaska,2021-01-09,15.27
Alaska,2021-01-16,17.45
Alaska,2021-01-23,13.09
Alaska,2021-01-30,12.41
Alaska,2021-02-06,11.86
Alaska,2021-02-13,12.54
Alaska,2021-02-20,11.73
Alaska,2021-02-27,12.82
Alaska,2021-03-06,13.23
Alaska,2021-03-13,11.45
Alaska,2021-03-20,13.23
Alaska,2021-03-27,12.27
Alaska,2021-04-03,11.04
Alaska,2021-04-10,12.54
Alaska,2021-04-17,11.32
Alaska,2021-04-24,9.41
Alaska,2021-05-01,11.86
Alaska,2021-05-08,8.32
Alaska,2021-05-15,9.95
Alaska,2021-05-22,11.59
Alaska,2021-05-29,13.77
Alaska,2021-06-05,10.36
Alaska,2021-06-12,10.50
Alaska,2021-06-19,13.36
Alaska,2021-06-26,9.54
Alaska,2021-07-03,12.00
Alaska,2021-07-10,11.86
Alaska,2021-07-17,12.27
Alaska,2021-07-24,10.64
Alaska,2021-07-31,13.09
Alaska,2021-08-07,15.95
Alaska,2021-08-14,11.86
Alaska,2021-08-21,16.23
Alaska,2021-08-28,11.45
Alaska,2021-09-04,12.27
Alaska,2021-09-11,9.14
Alaska,2021-09-18,8.32
North Dakota,2020-01-04,19.12
North Dakota,2020-01-11,19.38
North Dakota,2020-01-18,21.95
North Dakota,2020-01-25,18.87
North Dakota,2020-02-01,16.69
North Dakota,2020-02-08,17.71
North Dakota,2020-02-15,19.00
North Dakota,2020-02-22,22.59
North Dakota,2020-02-29,19.51
North Dakota,2020-03-07,21.95
North Dakota,2020-03-14,19.00
North Dakota,2020-03-21,19.25
North Dakota,2020-03-28,15.27
North Dakota,2020-04-04,17.97
North Dakota,2020-04-11,20.28
North Dakota,2020-04-18,20.15
North Dakota,2020-04-25,20.28
North Dakota,2020-05-02,19.00
North Dakota,2020-05-09,18.10
North Dakota,2020-05-16,19.64
North Dakota,2020-05-23,17.97
North Dakota,2020-05-30,18.35
North Dakota,2020-06-06,20.67
North Dakota,2020-06-13,18.35
North Dakota,2020-06-20,18.23
North Dakota,2020-06-27,16.81
North Dakota,2020-07-04,15.02
North Dakota,2020-07-11,17.33
North Dakota,2020-07-18,17.20
North Dakota,2020-07-25,16.94
North Dakota,2020-08-01,17.84
North Dakota,2020-08-08,19.77
North Dakota,2020-08-15,17.46
North Dakota,2020-08-22,16.94
North Dakota,2020-08-29,18.10
North Dakota,2020-09-05,20.92
North Dakota,2020-09-12,18.35
North Dakota,2020-09-19,21.18
North Dakota,2020-09-26,22.85
North Dakota,2020-10-03,25.29
North Dakota,2020-10-10,30.68
North Dakota,2020-10-17,28.62
North Dakota,2020-10-24,25.03
North Dakota,2020-10-31,31.58
North Dakota,2020-11-07,34.53
North Dakota,2020-11-14,32.73
North Dakota,2020-11-21,35.04
North Dakota,2020-11-28,31.83
North Dakota,2020-12-05,36.32
North Dakota,2020-12-12,29.65
North Dakota,2020-12-19,25.67
North Dakota,2020-12-26,25.67
North Dakota,2021-01-02,20.92
North Dakota,2021-01-09,20.02
North Dakota,2021-01-16,19.64
North Dakota,2021-01-23,17.97
North Dakota,2021-01-30,18.87
North Dakota,2021-02-06,20.15
North Dakota,2021-02-13,15.27
North Dakota,2021-02-20,16.81
North Dakota,2021-02-27,20.79
North Dakota,2021-03-06,19.89
North Dakota,2021-03-13,17.33
North Dakota,2021-03-20,18.23
North Dakota,2021-03-27,18.48
North Dakota,2021-04-03,17.71
North Dakota,2021-04-10,17.33
North Dakota,2021-04-17,18.61
North Dakota,2021-04-24,16.17
North Dakota,2021-05-01,18.48
North Dakota,2021-05-08,18.61
North Dakota,2021-05-15,17.58
North Dakota,2021-05-22,19.89
North Dakota,2021-05-29,15.66
North Dakota,2021-06-05,18.87
North Dakota,2021-06-12,17.84
North Dakota,2021-06-19,16.30
North Dakota,2021-06-26,19.12
North Dakota,2021-07-03,18.74
North Dakota,2021-07-10,18.10
North Dakota,2021-07-17,16.17
North Dakota,2021-07-24,17.58
North Dakota,2021-07-31,16.56
North Dakota,2021-08-07,15.27
North Dakota,2021-08-14,12.84
North Dakota,2021-08-21,10.78
North Dakota,2021-08-28,15.15
North Dakota,2021-09-04,13.35
North Dakota,2021-09-11,12.19
North Dakota,2021-09-18,19.64
North Dakota,2021-09-25,17.46
Wisconsin,2020-01-04,18.97
Wisconsin,2020-01-11,17.99
Wisconsin,2020-01-18,19.22
Wisconsin,2020-01-25,18.43
Wisconsin,2020-02-01,19.95
Wisconsin,2020-02-08,17.92
Wisconsin,2020-02-15,19.09
Wisconsin,2020-02-22,19.72
Wisconsin,2020-02-29,19.27
Wisconsin,2020-03-07,18.94
Wisconsin,2020-03-14,18.75
Wisconsin,2020-03-21,18.92
Wisconsin,2020-03-28,19.44
Wisconsin,2020-04-04,20.72
Wisconsin,2020-04-11,19.87
Wisconsin,2020-04-18,19.55
Wisconsin,2020-04-25,17.41
Wisconsin,2020-05-02,19.72
Wisconsin,2020-05-09,18.32
Wisconsin,2020-05-16,17.34
Wisconsin,2020-05-23,18.29
Wisconsin,2020-05-30,19.33
Wisconsin,2020-06-06,17.70
Wisconsin,2020-06-13,17.41
Wisconsin,2020-06-20,18.41
Wisconsin,2020-06-27,17.54
Wisconsin,2020-07-04,18.09
Wisconsin,2020-07-11,17.80
Wisconsin,2020-07-18,17.63
Wisconsin,2020-07-25,18.68
Wisconsin,2020-08-01,17.93
Wisconsin,2020-08-08,18.65
Wisconsin,2020-08-15,19.11
Wisconsin,2020-08-22,18.00
Wisconsin,2020-08-29,18.36
Wisconsin,2020-09-05,17.63
Wisconsin,2020-09-12,18.09
Wisconsin,2020-09-19,19.34
Wisconsin,2020-09-26,18.70
Wisconsin,2020-10-03,19.63
Wisconsin,2020-10-10,19.73
Wisconsin,2020-10-17,21.11
Wisconsin,2020-10-24,23.53
Wisconsin,2020-10-31,24.67
Wisconsin,2020-11-07,27.16
Wisconsin,2020-11-14,29.12
Wisconsin,2020-11-21,28.11
Wisconsin,2020-11-28,27.76
Wisconsin,2020-12-05,28.03
Wisconsin,2020-12-12,26.62
Wisconsin,2020-12-19,25.45
Wisconsin,2020-12-26,23.82
Wisconsin,2021-01-02,23.81
Wisconsin,2021-01-09,23.38
Wisconsin,2021-01-16,21.33
Wisconsin,2021-01-23,21.65
Wisconsin,2021-01-30,20.21
Wisconsin,2021-02-06,19.63
Wisconsin,2021-02-13,19.41
Wisconsin,2021-02-20,19.09
Wisconsin,2021-02-27,18.73
Wisconsin,2021-03-06,18.22
Wisconsin,2021-03-13,17.88
Wisconsin,2021-03-20,16.88
Wisconsin,2021-03-27,17.41
Wisconsin,2021-04-03,16.63
Wisconsin,2021-04-10,18.02
Wisconsin,2021-04-17,16.73
Wisconsin,2021-04-24,18.15
Wisconsin,2021-05-01,17.32
Wisconsin,2021-05-08,17.39
Wisconsin,2021-05-15,16.97
Wisconsin,2021-05-22,17.36
Wisconsin,2021-05-29,17.20
Wisconsin,2021-06-05,17.68
Wisconsin,2021-06-12,17.82
Wisconsin,2021-06-19,17.51
Wisconsin,2021-06-26,16.05
Wisconsin,2021-07-03,18.09
Wisconsin,2021-07-10,16.73
Wisconsin,2021-07-17,16.15
Wisconsin,2021-07-24,18.24
Wisconsin,2021-07-31,18.66
Wisconsin,2021-08-07,18.14
Wisconsin,2021-08-14,17.88
Wisconsin,2021-08-21,19.21
Wisconsin,2021-08-28,19.68
Wisconsin,2021-09-04,19.41
Wisconsin,2021-09-11,19.34
Wisconsin,2021-09-18,18.94
Wisconsin,2021-09-25,12.61
Nevada,2020-01-04,16.78
Nevada,2020-01-11,17.91
Nevada,2020-01-18,19.49
Nevada,2020-01-25,18.59
Nevada,2020-02-01,17.14
Nevada,2020-02-08,18.65
Nevada,2020-02-15,17.07
Nevada,2020-02-22,17.59
Nevada,2020-02-29,17.52
Nevada,2020-03-07,17.23
Nevada,2020-03-14,16.59
Nevada,2020-03-21,16.36
Nevada,2020-03-28,17.49
Nevada,2020-04-04,19.10
Nevada,2020-04-11,18.94
Nevada,2020-04-18,17.59
Nevada,2020-04-25,18.20
Nevada,2020-05-02,17.62
Nevada,2020-05-09,17.52
Nevada,2020-05-16,16.56
Nevada,2020-05-23,17.26
Nevada,2020-05-30,17.49
Nevada,2020-06-06,18.10
Nevada,2020-06-13,17.49
Nevada,2020-06-20,16.72
Nevada,2020-06-27,17.94
Nevada,2020-07-04,17.01
Nevada,2020-07-11,20.39
Nevada,2020-07-18,20.61
Nevada,2020-07-25,21.16
Nevada,2020-08-01,19.97
Nevada,2020-08-08,22.35
Nevada,2020-08-15,21.32
Nevada,2020-08-22,20.87
Nevada,2020-08-29,20.39
Nevada,2020-09-05,20.61
Nevada,2020-09-12,18.01
Nevada,2020-09-19,17.30
Nevada,2020-09-26,17.01
Nevada,2020-10-03,18.17
Nevada,2020-10-10,17.97
Nevada,2020-10-17,16.94
Nevada,2020-10-24,17.43
Nevada,2020-10-31,19.45
Nevada,2020-11-07,17.88
Nevada,2020-11-14,20.32
Nevada,2020-11-21,21.36
Nevada,2020-11-28,23.96
Nevada,2020-12-05,24.90
Nevada,2020-12-12,29.25
Nevada,2020-12-19,27.22
Nevada,2020-12-26,27.93
Nevada,2021-01-02,27.54
Nevada,2021-01-09,28.51
Nevada,2021-01-16,27.22
Nevada,2021-01-23,26.54
Nevada,2021-01-30,25.19
Nevada,2021-02-06,23.16
Nevada,2021-02-13,22.61
Nevada,2021-02-20,20.52
Nevada,2021-02-27,21.48
Nevada,2021-03-06,17.97
Nevada,2021-03-13,19.52
Nevada,2021-03-20,19.13
Nevada,2021-03-27,17.78
Nevada,2021-04-03,18.49
Nevada,2021-04-10,17.49
Nevada,2021-04-17,17.20
Nevada,2021-04-24,18.59
Nevada,2021-05-01,17.75
Nevada,2021-05-08,18.94
Nevada,2021-05-15,17.88
Nevada,2021-05-22,16.39
Nevada,2021-05-29,16.01
Nevada,2021-06-05,18.36
Nevada,2021-06-12,17.62
Nevada,2021-06-19,18.26
Nevada,2021-06-26,17.49
Nevada,2021-07-03,17.91
Nevada,2021-07-10,20.29
Nevada,2021-07-17,22.77
Nevada,2021-07-24,19.84
Nevada,2021-07-31,21.39
Nevada,2021-08-07,20.81
Nevada,2021-08-14,21.87
Nevada,2021-08-21,22.48
Nevada,2021-08-28,22.93
Nevada,2021-09-04,20.71
Nevada,2021-09-11,22.22
Nevada,2021-09-18,18.01
Nevada,2021-09-25,13.50
Rhode Island,2020-01-04,20.50
Rhode Island,2020-01-11,18.32
Rhode Island,2020-01-18,18.59
Rhode Island,2020-01-25,18.13
Rhode Island,2020-02-01,20.05
Rhode Island,2020-02-08,22.23
Rhode Island,2020-02-15,16.68
Rhode Island,2020-02-22,18.77
Rhode Island,2020-02-29,21.41
Rhode Island,2020-03-07,22.87
Rhode Island,2020-03-14,17.86
Rhode Island,2020-03-21,20.05
Rhode Island,2020-03-28,18.23
Rhode Island,2020-04-04,21.51
Rhode Island,2020-04-11,22.42
Rhode Island,2020-04-18,24.88
Rhode Island,2020-04-25,27.06
Rhode Island,2020-05-02,30.25
Rhode Island,2020-05-09,34.72
Rhode Island,2020-05-16,27.61
Rhode Island,2020-05-23,25.42
Rhode Island,2020-05-30,23.15
Rhode Island,2020-06-06,21.96
Rhode Island,2020-06-13,19.05
Rhode Island,2020-06-20,21.60
Rhode Island,2020-06-27,18.23
Rhode Island,2020-07-04,16.13
Rhode Island,2020-07-11,17.31
Rhode Island,2020-07-18,17.31
Rhode Island,2020-07-25,15.76
Rhode Island,2020-08-01,18.23
Rhode Island,2020-08-08,19.05
Rhode Island,2020-08-15,19.23
Rhode Island,2020-08-22,18.04
Rhode Island,2020-08-29,17.04
Rhode Island,2020-09-05,18.86
Rhode Island,2020-09-12,17.31
Rhode Island,2020-09-19,17.68
Rhode Island,2020-09-26,18.95
Rhode Island,2020-10-03,19.87
Rhode Island,2020-10-10,19.50
Rhode Island,2020-10-17,19.50
Rhode Island,2020-10-24,17.86
Rhode Island,2020-10-31,18.59
Rhode Island,2020-11-07,20.78
Rhode Island,2020-11-14,21.41
Rhode Island,2020-11-21,20.59
Rhode Island,2020-11-28,24.42
Rhode Island,2020-12-05,26.34
Rhode Island,2020-12-12,29.62
Rhode Island,2020-12-19,29.98
Rhode Island,2020-12-26,27.52
Rhode Island,2021-01-02,25.88
Rhode Island,2021-01-09,26.88
Rhode Island,2021-01-16,26.88
Rhode Island,2021-01-23,28.16
Rhode Island,2021-01-30,23.97
Rhode Island,2021-02-06,24.51
Rhode Island,2021-02-13,22.60
Rhode Island,2021-02-20,20.23
Rhode Island,2021-02-27,20.69
Rhode Island,2021-03-06,20.69
Rhode Island,2021-03-13,21.87
Rhode Island,2021-03-20,19.05
Rhode Island,2021-03-27,18.95
Rhode Island,2021-04-03,17.68
Rhode Island,2021-04-10,19.68
Rhode Island,2021-04-17,17.31
Rhode Island,2021-04-24,18.32
Rhode Island,2021-05-01,18.86
Rhode Island,2021-05-08,19.41
Rhode Island,2021-05-15,21.69
Rhode Island,2021-05-22,17.50
Rhode Island,2021-05-29,17.31
Rhode Island,2021-06-05,17.04
Rhode Island,2021-06-12,18.86
Rhode Island,2021-06-19,15.22
Rhode Island,2021-06-26,17.41
Rhode Island,2021-07-03,16.77
Rhode Island,2021-07-10,16.68
Rhode Island,2021-07-17,17.77
Rhode Island,2021-07-24,15.86
Rhode Island,2021-07-31,16.58
Rhode Island,2021-08-07,20.41
Rhode Island,2021-08-14,16.68
Rhode Island,2021-08-21,18.59
Rhode Island,2021-08-28,18.86
Rhode Island,2021-09-04,17.41
Rhode Island,2021-09-11,13.12
District of Columbia,2020-01-04,19.14
District of Columbia,2020-01-11,18.56
District of Columbia,2020-01-18,20.30
District of Columbia,2020-01-25,19.00
District of Columbia,2020-02-01,20.74
District of Columbia,2020-02-08,19.00
District of Columbia,2020-02-15,17.69
District of Columbia,2020-02-22,15.08
District of Columbia,2020-02-29,19.58
District of Columbia,2020-03-07,17.11
District of Columbia,2020-03-14,16.53
District of Columbia,2020-03-21,18.71
District of Columbia,2020-03-28,18.85
District of Columbia,2020-04-04,22.62
District of Columbia,2020-04-11,28.13
District of Columbia,2020-04-18,29.29
District of Columbia,2020-04-25,35.10
District of Columbia,2020-05-02,31.18
District of Columbia,2020-05-09,31.03
District of Columbia,2020-05-16,26.83
District of Columbia,2020-05-23,26.25
District of Columbia,2020-05-30,24.51
District of Columbia,2020-06-06,21.61
District of Columbia,2020-06-13,21.32
District of Columbia,2020-06-20,19.14
District of Columbia,2020-06-27,18.85
District of Columbia,2020-07-04,17.69
District of Columbia,2020-07-11,20.01
District of Columbia,2020-07-18,17.55
District of Columbia,2020-07-25,17.84
District of Columbia,2020-08-01,18.85
District of Columbia,2020-08-08,17.11
District of Columbia,2020-08-15,16.97
District of Columbia,2020-08-22,16.39
District of Columbia,2020-08-29,20.30
District of Columbia,2020-09-05,20.74
District of Columbia,2020-09-12,18.13
District of Columbia,2020-09-19,15.81
District of Columbia,2020-09-26,16.24
District of Columbia,2020-10-03,20.01
District of Columbia,2020-10-10,21.17
District of Columbia,2020-10-17,17.11
District of Columbia,2020-10-24,15.23
District of Columbia,2020-10-31,18.56
District of Columbia,2020-11-07,19.87
District of Columbia,2020-11-14,18.85
District of Columbia,2020-11-21,19.58
District of Columbia,2020-11-28,17.40
District of Columbia,2020-12-05,22.19
District of Columbia,2020-12-12,25.38
District of Columbia,2020-12-19,20.88
District of Columbia,2020-12-26,23.93
District of Columbia,2021-01-02,25.81
District of Columbia,2021-01-09,25.09
District of Columbia,2021-01-16,24.80
District of Columbia,2021-01-23,23.64
District of Columbia,2021-01-30,26.25
District of Columbia,2021-02-06,23.78
District of Columbia,2021-02-13,22.19
District of Columbia,2021-02-20,24.22
District of Columbia,2021-02-27,20.88
District of Columbia,2021-03-06,19.43
District of Columbia,2021-03-13,18.13
District of Columbia,2021-03-20,21.03
District of Columbia,2021-03-27,19.58
District of Columbia,2021-04-03,18.27
District of Columbia,2021-04-10,22.77
District of Columbia,2021-04-17,17.55
District of Columbia,2021-04-24,18.42
District of Columbia,2021-05-01,17.55
District of Columbia,2021-05-08,18.13
District of Columbia,2021-05-15,18.13
District of Columbia,2021-05-22,19.14
District of Columbia,2021-05-29,17.26
District of Columbia,2021-06-05,17.84
District of Columbia,2021-06-12,20.16
District of Columbia,2021-06-19,18.27
District of Columbia,2021-06-26,16.68
District of Columbia,2021-07-03,15.52
District of Columbia,2021-07-10,21.46
District of Columbia,2021-07-17,17.98
District of Columbia,2021-07-24,19.29
District of Columbia,2021-07-31,14.65
District of Columbia,2021-08-07,17.40
District of Columbia,2021-08-14,20.16
District of Columbia,2021-08-21,16.53
District of Columbia,2021-08-28,15.52
District of Columbia,2021-09-04,16.10
District of Columbia,2021-09-11,10.01
New York,2020-01-04,16.43
New York,2020-01-11,15.98
New York,2020-01-18,16.33
New York,2020-01-25,15.87
New York,2020-02-01,15.85
New York,2020-02-08,15.99
New York,2020-02-15,15.44
New York,2020-02-22,15.49
New York,2020-02-29,16.19
New York,2020-03-07,15.77
New York,2020-03-14,15.43
New York,2020-03-21,17.50
New York,2020-03-28,26.48
New York,2020-04-04,49.84
New York,2020-04-11,62.02
New York,2020-04-18,51.31
New York,2020-04-25,38.58
New York,2020-05-02,29.58
New York,2020-05-09,24.01
New York,2020-05-16,20.35
New York,2020-05-23,17.60
New York,2020-05-30,16.24
New York,2020-06-06,15.29
New York,2020-06-13,14.83
New York,2020-06-20,14.31
New York,2020-06-27,14.87
New York,2020-07-04,14.27
New York,2020-07-11,14.45
New York,2020-07-18,13.95
New York,2020-07-25,14.03
New York,2020-08-01,14.21
New York,2020-08-08,14.06
New York,2020-08-15,13.91
New York,2020-08-22,14.06
New York,2020-08-29,13.91
New York,2020-09-05,13.70
New York,2020-09-12,13.65
New York,2020-09-19,14.29
New York,2020-09-26,15.25
New York,2020-10-03,14.61
New York,2020-10-10,15.39
New York,2020-10-17,14.78
New York,2020-10-24,14.55
New York,2020-10-31,15.23
New York,2020-11-07,16.42
New York,2020-11-14,15.63
New York,2020-11-21,16.28
New York,2020-11-28,16.71
New York,2020-12-05,17.67
New York,2020-12-12,19.17
New York,2020-12-19,20.38
New York,2020-12-26,21.57
New York,2021-01-02,21.48
New York,2021-01-09,22.52
New York,2021-01-16,23.12
New York,2021-01-23,22.47
New York,2021-01-30,22.00
New York,2021-02-06,21.75
New York,2021-02-13,20.44
New York,2021-02-20,19.88
New York,2021-02-27,19.33
New York,2021-03-06,18.03
New York,2021-03-13,17.82
New York,2021-03-20,17.24
New York,2021-03-27,17.63
New York,2021-04-03,16.74
New York,2021-04-10,17.03
New York,2021-04-17,15.83
New York,2021-04-24,16.33
New York,2021-05-01,15.83
New York,2021-05-08,15.33
New York,2021-05-15,15.31
New York,2021-05-22,15.74
New York,2021-05-29,14.48
New York,2021-06-05,14.92
New York,2021-06-12,13.95
New York,2021-06-19,14.13
New York,2021-06-26,14.04
New York,2021-07-03,14.50
New York,2021-07-10,14.33
New York,2021-07-17,14.04
New York,2021-07-24,14.36
New York,2021-07-31,14.36
New York,2021-08-07,15.62
New York,2021-08-14,15.57
New York,2021-08-21,15.14
New York,2021-08-28,15.51
New York,2021-09-04,15.48
New York,2021-09-11,16.08
New York,2021-09-18,15.86
New York,2021-09-25,13.50
South Dakota,2020-01-04,19.17
South Dakota,2020-01-11,19.17
South Dakota,2020-01-18,18.95
South Dakota,2020-01-25,17.03
South Dakota,2020-02-01,18.27
South Dakota,2020-02-08,16.92
South Dakota,2020-02-15,20.08
South Dakota,2020-02-22,19.96
South Dakota,2020-02-29,18.38
South Dakota,2020-03-07,21.88
South Dakota,2020-03-14,18.72
South Dakota,2020-03-21,18.27
South Dakota,2020-03-28,16.80
South Dakota,2020-04-04,19.17
South Dakota,2020-04-11,16.92
South Dakota,2020-04-18,17.37
South Dakota,2020-04-25,19.85
South Dakota,2020-05-02,17.93
South Dakota,2020-05-09,20.41
South Dakota,2020-05-16,16.58
South Dakota,2020-05-23,18.27
South Dakota,2020-05-30,17.71
South Dakota,2020-06-06,16.58
South Dakota,2020-06-13,17.93
South Dakota,2020-06-20,19.85
South Dakota,2020-06-27,18.38
South Dakota,2020-07-04,18.05
South Dakota,2020-07-11,19.40
South Dakota,2020-07-18,17.82
South Dakota,2020-07-25,19.51
South Dakota,2020-08-01,17.03
South Dakota,2020-08-08,21.09
South Dakota,2020-08-15,18.27
South Dakota,2020-08-22,19.06
South Dakota,2020-08-29,21.32
South Dakota,2020-09-05,23.57
South Dakota,2020-09-12,20.53
South Dakota,2020-09-19,20.41
South Dakota,2020-09-26,21.54
South Dakota,2020-10-03,23.23
South Dakota,2020-10-10,24.25
South Dakota,2020-10-17,22.67
South Dakota,2020-10-24,27.41
South Dakota,2020-10-31,27.41
South Dakota,2020-11-07,40.15
South Dakota,2020-11-14,38.68
South Dakota,2020-11-21,37.78
South Dakota,2020-11-28,37.78
South Dakota,2020-12-05,34.40
South Dakota,2020-12-12,31.92
South Dakota,2020-12-19,26.62
South Dakota,2020-12-26,23.23
South Dakota,2021-01-02,23.80
South Dakota,2021-01-09,24.70
South Dakota,2021-01-16,21.20
South Dakota,2021-01-23,21.43
South Dakota,2021-01-30,23.01
South Dakota,2021-02-06,21.32
South Dakota,2021-02-13,20.30
South Dakota,2021-02-20,18.83
South Dakota,2021-02-27,20.30
South Dakota,2021-03-06,18.95
South Dakota,2021-03-13,20.86
South Dakota,2021-03-20,17.48
South Dakota,2021-03-27,18.83
South Dakota,2021-04-03,17.26
South Dakota,2021-04-10,16.02
South Dakota,2021-04-17,19.51
South Dakota,2021-04-24,19.06
South Dakota,2021-05-01,17.71
South Dakota,2021-05-08,19.96
South Dakota,2021-05-15,18.16
South Dakota,2021-05-22,17.48
South Dakota,2021-05-29,15.45
South Dakota,2021-06-05,17.03
South Dakota,2021-06-12,18.27
South Dakota,2021-06-19,16.24
South Dakota,2021-06-26,16.92
South Dakota,2021-07-03,18.95
South Dakota,2021-07-10,17.14
South Dakota,2021-07-17,17.71
South Dakota,2021-07-24,18.38
South Dakota,2021-07-31,17.93
South Dakota,2021-08-07,17.14
South Dakota,2021-08-14,17.48
South Dakota,2021-08-21,17.59
South Dakota,2021-08-28,19.29
South Dakota,2021-09-04,19.85
South Dakota,2021-09-11,16.69
South Dakota,2021-09-18,13.98
South Dakota,2021-09-25,12.86
Hawaii,2020-01-04,16.63
Hawaii,2020-01-11,16.63
Hawaii,2020-01-18,14.77
Hawaii,2020-01-25,16.63
Hawaii,2020-02-01,16.63
Hawaii,2020-02-08,16.22
Hawaii,2020-02-15,19.31
Hawaii,2020-02-22,17.18
Hawaii,2020-02-29,16.35
Hawaii,2020-03-07,16.42
Hawaii,2020-03-14,16.70
Hawaii,2020-03-21,14.57
Hawaii,2020-03-28,16.15
Hawaii,2020-04-04,16.15
Hawaii,2020-04-11,15.19
Hawaii,2020-04-18,14.50
Hawaii,2020-04-25,13.74
Hawaii,2020-05-02,15.32
Hawaii,2020-05-09,14.43
