Region,Week,Ratio
Georgia,2020-02-08,16.63
Georgia,2020-02-15,16.45
Georgia,2020-02-22,16.33
Georgia,2020-02-29,17.36
Georgia,2020-03-07,16.38
Georgia,2020-03-14,16.65
Georgia,2020-03-21,16.57
Georgia,2020-03-28,17.56
Georgia,2020-04-04,18.98
Georgia,2020-04-11,19.06
Georgia,2020-04-18,18.97
Georgia,2020-04-25,19.04
Georgia,2020-05-02,18.44
Georgia,2020-05-09,18.55
Georgia,2020-05-16,18.31
Georgia,2020-05-23,17.84
Georgia,2020-05-30,16.66
Georgia,2020-06-06,16.64
Georgia,2020-06-13,16.30
Georgia,2020-06-20,16.62
Georgia,2020-06-27,17.02
Georgia,2020-07-04,17.55
Georgia,2020-07-11,18.51
Georgia,2020-07-18,20.32
Georgia,2020-07-25,20.32
Georgia,2020-08-01,20.47
Georgia,2020-08-08,20.46
Georgia,2020-08-15,20.96
Georgia,2020-08-22,20.98
Georgia,2020-08-29,19.90
Georgia,2020-09-05,19.08
Georgia,2020-09-12,19.35
Georgia,2020-09-19,18.00
Georgia,2020-09-26,18.64
Georgia,2020-10-03,17.98
Georgia,2020-10-10,17.61
Georgia,2020-10-17,17.95
Georgia,2020-10-24,18.30
Georgia,2020-10-31,18.15
Georgia,2020-11-07,18.86
Georgia,2020-11-14,19.14
Georgia,2020-11-21,18.47
Georgia,2020-11-28,19.32
Georgia,2020-12-05,20.27
Georgia,2020-12-12,20.92
Georgia,2020-12-19,22.61
Georgia,2020-12-26,22.21
Georgia,2021-01-02,25.44
Georgia,2021-01-09,26.74
Georgia,2021-01-16,28.83
Georgia,2021-01-23,27.51
Georgia,2021-01-30,25.78
Georgia,2021-02-06,25.24
Georgia,2021-02-13,22.19
Georgia,2021-02-20,21.23
Georgia,2021-02-27,19.59
Georgia,2021-03-06,18.02
Georgia,2021-03-13,18.49
Georgia,2021-03-20,17.84
Georgia,2021-03-27,17.49
Georgia,2021-04-03,16.28
Georgia,2021-04-10,18.04
Georgia,2021-04-17,17.42
Georgia,2021-04-24,17.51
Georgia,2021-05-01,16.87
Georgia,2021-05-08,16.79
Georgia,2021-05-15,16.41
Georgia,2021-05-22,17.36
Georgia,2021-05-29,17.25
Georgia,2021-06-05,16.21
Georgia,2021-06-12,16.19
Georgia,2021-06-19,15.66
Georgia,2021-06-26,15.99
Georgia,2021-07-03,15.85
Georgia,2021-07-10,15.87
Georgia,2021-07-17,15.48
Georgia,2021-07-24,16.07
Georgia,2021-07-31,16.98
Georgia,2021-08-07,17.76
Georgia,2021-08-14,20.12
Georgia,2021-08-21,21.33
Georgia,2021-08-28,23.50
Georgia,2021-09-04,22.66
Georgia,2021-09-11,20.93
Georgia,2021-09-18,16.15
Georgia,2021-09-25,9.54
Virginia,2020-01-04,16.66
Virginia,2020-01-11,18.10
Virginia,2020-01-18,16.98
Virginia,2020-01-25,16.90
Virginia,2020-02-01,17.14
Virginia,2020-02-08,17.66
Virginia,2020-02-15,15.95
Virginia,2020-02-22,16.73
Virginia,2020-02-29,16.08
Virginia,2020-03-07,17.15
Virginia,2020-03-14,16.63
Virginia,2020-03-21,16.86
Virginia,2020-03-28,17.58
Virginia,2020-04-04,17.00
Virginia,2020-04-11,18.76
Virginia,2020-04-18,18.56
Virginia,2020-04-25,18.92
Virginia,2020-05-02,19.34
Virginia,2020-05-09,18.46
Virginia,2020-05-16,18.13
Virginia,2020-05-23,16.96
Virginia,2020-05-30,16.72
Virginia,2020-06-06,16.34
Virginia,2020-06-13,16.47
Virginia,2020-06-20,14.97
Virginia,2020-06-27,16.87
Virginia,2020-07-04,16.15
Virginia,2020-07-11,17.24
Virginia,2020-07-18,16.10
Virginia,2020-07-25,16.95
Virginia,2020-08-01,16.86
Virginia,2020-08-08,17.53
Virginia,2020-08-15,16.88
Virginia,2020-08-22,16.85
Virginia,2020-08-29,16.89
Virginia,2020-09-05,17.22
Virginia,2020-09-12,17.02
Virginia,2020-09-19,16.90
Virginia,2020-09-26,17.19
Virginia,2020-10-03,17.56
Virginia,2020-10-10,17.12
Virginia,2020-10-17,16.78
Virginia,2020-10-24,17.33
Virginia,2020-10-31,17.91
Virginia,2020-11-07,19.14
Virginia,2020-11-14,17.53
Virginia,2020-11-21,18.70
Virginia,2020-11-28,18.48
Virginia,2020-12-05,18.87
Virginia,2020-12-12,20.80
Virginia,2020-12-19,21.64
Virginia,2020-12-26,22.02
Virginia,2021-01-02,23.36
Virginia,2021-01-09,23.36
Virginia,2021-01-16,23.95
Virginia,2021-01-23,24.60
Virginia,2021-01-30,22.67
Virginia,2021-02-06,23.19
Virginia,2021-02-13,20.84
Virginia,2021-02-20,20.14
Virginia,2021-02-27,19.81
Virginia,2021-03-06,18.41
Virginia,2021-03-13,17.95
Virginia,2021-03-20,17.64
Virginia,2021-03-27,17.73
Virginia,2021-04-03,15.87
Virginia,2021-04-10,18.25
Virginia,2021-04-17,16.59
Virginia,2021-04-24,17.23
Virginia,2021-05-01,17.29
Virginia,2021-05-08,17.17
Virginia,2021-05-15,17.02
Virginia,2021-05-22,16.23
Virginia,2021-05-29,16.53
Virginia,2021-06-05,16.47
Virginia,2021-06-12,16.01
Virginia,2021-06-19,15.37
Virginia,2021-06-26,15.83
Virginia,2021-07-03,16.42
Virginia,2021-07-10,15.76
Virginia,2021-07-17,16.52
Virginia,2021-07-24,15.93
Virginia,2021-07-31,17.12
Virginia,2021-08-07,17.44
Virginia,2021-08-14,18.02
Virginia,2021-08-21,18.34
Virginia,2021-08-28,18.19
Virginia,2021-09-04,18.91
Virginia,2021-09-11,18.05
Virginia,2021-09-18,17.17
Virginia,2021-09-25,11.35
Maryland,2020-01-04,16.98
Maryland,2020-01-11,16.76
Maryland,2020-01-18,15.99
Maryland,2020-01-25,16.24
Maryland,2020-02-01,16.74
Maryland,2020-02-08,16.25
Maryland,2020-02-15,16.50
Maryland,2020-02-22,15.75
Maryland,2020-02-29,17.52
Maryland,2020-03-07,16.98
Maryland,2020-03-14,16.27
Maryland,2020-03-21,17.22
Maryland,2020-03-28,17.68
Maryland,2020-04-04,19.28
Maryland,2020-04-11,21.90
Maryland,2020-04-18,21.97
Maryland,2020-04-25,24.90
Maryland,2020-05-02,24.66
Maryland,2020-05-09,23.39
Maryland,2020-05-16,23.17
Maryland,2020-05-23,21.63
Maryland,2020-05-30,20.48
Maryland,2020-06-06,18.89
Maryland,2020-06-13,18.75
Maryland,2020-06-20,17.32
Maryland,2020-06-27,16.69
Maryland,2020-07-04,17.01
Maryland,2020-07-11,16.69
Maryland,2020-07-18,16.61
Maryland,2020-07-25,16.22
Maryland,2020-08-01,17.27
Maryland,2020-08-08,16.30
Maryland,2020-08-15,17.22
Maryland,2020-08-22,16.22
Maryland,2020-08-29,16.84
Maryland,2020-09-05,16.93
Maryland,2020-09-12,16.12
Maryland,2020-09-19,16.04
Maryland,2020-09-26,17.34
Maryland,2020-10-03,17.39
Maryland,2020-10-10,17.58
Maryland,2020-10-17,17.03
Maryland,2020-10-24,17.82
Maryland,2020-10-31,17.34
Maryland,2020-11-07,17.61
Maryland,2020-11-14,17.90
Maryland,2020-11-21,19.81
Maryland,2020-11-28,19.18
Maryland,2020-12-05,20.37
Maryland,2020-12-12,22.31
Maryland,2020-12-19,23.18
Maryland,2020-12-26,21.64
Maryland,2021-01-02,23.93
Maryland,2021-01-09,22.08
Maryland,2021-01-16,23.08
Maryland,2021-01-23,22.10
Maryland,2021-01-30,21.39
Maryland,2021-02-06,20.59
Maryland,2021-02-13,20.96
Maryland,2021-02-20,18.94
Maryland,2021-02-27,19.04
Maryland,2021-03-06,18.55
Maryland,2021-03-13,17.73
Maryland,2021-03-20,18.50
Maryland,2021-03-27,18.02
Maryland,2021-04-03,17.19
Maryland,2021-04-10,18.76
Maryland,2021-04-17,16.76
Maryland,2021-04-24,17.86
Maryland,2021-05-01,17.47
Maryland,2021-05-08,16.48
Maryland,2021-05-15,17.01
Maryland,2021-05-22,16.42
Maryland,2021-05-29,16.67
Maryland,2021-06-05,16.54
Maryland,2021-06-12,14.57
Maryland,2021-06-19,15.38
Maryland,2021-06-26,14.83
Maryland,2021-07-03,15.86
Maryland,2021-07-10,14.29
Maryland,2021-07-17,15.20
Maryland,2021-07-24,15.07
Maryland,2021-07-31,15.41
Maryland,2021-08-07,15.36
Maryland,2021-08-14,15.64
Maryland,2021-08-21,15.06
Maryland,2021-08-28,15.88
Maryland,2021-09-04,17.56
Maryland,2021-09-11,16.48
Maryland,2021-09-18,16.08
Maryland,2021-09-25,12.51
Idaho,2020-01-04,15.12
Idaho,2020-01-11,15.88
Idaho,2020-01-18,15.93
Idaho,2020-01-25,14.95
Idaho,2020-02-01,13.54
Idaho,2020-02-08,15.88
Idaho,2020-02-15,15.17
Idaho,2020-02-22,17.29
Idaho,2020-02-29,15.77
Idaho,2020-03-07,15.12
Idaho,2020-03-14,15.33
Idaho,2020-03-21,16.75
Idaho,2020-03-28,18.05
Idaho,2020-04-04,14.74
Idaho,2020-04-11,16.64
Idaho,2020-04-18,15.39
Idaho,2020-04-25,14.25
Idaho,2020-05-02,13.70
Idaho,2020-05-09,16.53
Idaho,2020-05-16,14.63
Idaho,2020-05-23,14.25
Idaho,2020-05-30,15.17
Idaho,2020-06-06,15.99
Idaho,2020-06-13,15.55
Idaho,2020-06-20,15.33
Idaho,2020-06-27,16.09
Idaho,2020-07-04,15.28
Idaho,2020-07-11,15.61
Idaho,2020-07-18,16.96
Idaho,2020-07-25,17.83
Idaho,2020-08-01,17.78
Idaho,2020-08-08,16.96
Idaho,2020-08-15,17.35
Idaho,2020-08-22,19.57
Idaho,2020-08-29,17.78
Idaho,2020-09-05,19.14
Idaho,2020-09-12,17.45
Idaho,2020-09-19,17.40
Idaho,2020-09-26,15.88
Idaho,2020-10-03,17.83
Idaho,2020-10-10,16.31
Idaho,2020-10-17,17.73
Idaho,2020-10-24,18.54
Idaho,2020-10-31,19.09
Idaho,2020-11-07,19.85
Idaho,2020-11-14,22.29
Idaho,2020-11-21,21.26
Idaho,2020-11-28,23.05
Idaho,2020-12-05,21.59
Idaho,2020-12-12,20.28
Idaho,2020-12-19,21.42
Idaho,2020-12-26,21.21
Idaho,2021-01-02,18.98
Idaho,2021-01-09,21.15
Idaho,2021-01-16,18.54
Idaho,2021-01-23,18.43
Idaho,2021-01-30,15.44
Idaho,2021-02-06,17.83
Idaho,2021-02-13,16.58
Idaho,2021-02-20,16.20
Idaho,2021-02-27,16.42
Idaho,2021-03-06,16.69
Idaho,2021-03-13,16.80
Idaho,2021-03-20,15.88
Idaho,2021-03-27,16.31
Idaho,2021-04-03,17.51
Idaho,2021-04-10,18.60
Idaho,2021-04-17,15.12
Idaho,2021-04-24,15.28
Idaho,2021-05-01,14.90
Idaho,2021-05-08,14.84
Idaho,2021-05-15,15.66
Idaho,2021-05-22,17.73
Idaho,2021-05-29,17.56
Idaho,2021-06-05,15.88
Idaho,2021-06-12,17.56
Idaho,2021-06-19,17.07
Idaho,2021-06-26,15.99
Idaho,2021-07-03,17.02
Idaho,2021-07-10,15.71
Idaho,2021-07-17,16.20
Idaho,2021-07-24,17.51
Idaho,2021-07-31,18.22
Idaho,2021-08-07,18.16
Idaho,2021-08-14,18.00
Idaho,2021-08-21,18.60
Idaho,2021-08-28,19.36
Idaho,2021-09-04,22.13
Idaho,2021-09-11,20.88
Idaho,2021-09-18,23.11
Idaho,2021-09-25,14.19
Vermont,2020-01-04,14.31
Vermont,2020-01-11,15.86
Vermont,2020-01-18,19.44
Vermont,2020-01-25,18.50
Vermont,2020-02-01,17.73
Vermont,2020-02-08,17.42
Vermont,2020-02-15,19.59
Vermont,2020-02-22,16.64
Vermont,2020-02-29,21.30
Vermont,2020-03-07,17.88
Vermont,2020-03-14,25.19
Vermont,2020-03-21,20.99
Vermont,2020-03-28,16.48
Vermont,2020-04-04,20.22
Vermont,2020-04-11,16.95
Vermont,2020-04-18,20.06
Vermont,2020-04-25,21.46
Vermont,2020-05-02,16.95
Vermont,2020-05-09,19.28
Vermont,2020-05-16,16.02
Vermont,2020-05-23,16.02
Vermont,2020-05-30,20.37
Vermont,2020-06-06,18.04
Vermont,2020-06-13,16.02
Vermont,2020-06-20,14.00
Vermont,2020-06-27,21.15
Vermont,2020-07-04,14.15
Vermont,2020-07-11,20.06
Vermont,2020-07-18,13.53
Vermont,2020-07-25,17.88
Vermont,2020-08-01,16.02
Vermont,2020-08-08,15.86
Vermont,2020-08-15,16.17
Vermont,2020-08-22,18.19
Vermont,2020-08-29,15.55
Vermont,2020-09-05,20.84
Vermont,2020-09-12,17.57
Vermont,2020-09-19,19.59
Vermont,2020-09-26,18.66
Vermont,2020-10-03,16.48
Vermont,2020-10-10,18.35
Vermont,2020-10-17,15.55
Vermont,2020-10-24,22.08
Vermont,2020-10-31,18.19
Vermont,2020-11-07,17.42
Vermont,2020-11-14,22.39
Vermont,2020-11-21,16.48
Vermont,2020-11-28,19.13
Vermont,2020-12-05,22.70
Vermont,2020-12-12,17.57
Vermont,2020-12-19,19.28
Vermont,2020-12-26,23.33
Vermont,2021-01-02,21.46
Vermont,2021-01-09,16.79
Vermont,2021-01-16,23.17
Vermont,2021-01-23,19.28
Vermont,2021-01-30,17.73
Vermont,2021-02-06,21.30
Vermont,2021-02-13,19.75
Vermont,2021-02-20,23.79
Vermont,2021-02-27,24.10
Vermont,2021-03-06,16.79
Vermont,2021-03-13,20.06
Vermont,2021-03-20,16.17
Vermont,2021-03-27,15.39
Vermont,2021-04-03,19.59
Vermont,2021-04-10,16.33
Vermont,2021-04-17,16.95
Vermont,2021-04-24,17.57
Vermont,2021-05-01,25.04
Vermont,2021-05-08,16.02
Vermont,2021-05-15,19.75
Vermont,2021-05-22,17.11
Vermont,2021-05-29,17.42
Vermont,2021-06-05,13.06
Vermont,2021-06-12,17.57
Vermont,2021-06-19,17.73
Vermont,2021-06-26,17.11
Vermont,2021-07-03,17.73
Vermont,2021-07-10,18.50
Vermont,2021-07-17,21.46
Vermont,2021-07-24,16.95
Vermont,2021-07-31,17.57
Vermont,2021-08-07,21.61
Vermont,2021-08-14,16.48
Vermont,2021-08-21,21.46
Vermont,2021-08-28,17.73
Vermont,2021-09-04,18.66
Vermont,2021-09-11,17.73
Vermont,2021-09-18,20.99
Vermont,2021-09-25,14.77
Oregon,2020-01-04,17.39
Oregon,2020-01-11,18.03
Oregon,2020-01-18,18.15
Oregon,2020-01-25,17.58
Oregon,2020-02-01,17.18
Oregon,2020-02-08,17.16
Oregon,2020-02-15,18.48
Oregon,2020-02-22,17.30
Oregon,2020-02-29,17.35
Oregon,2020-03-07,18.60
Oregon,2020-03-14,17.61
Oregon,2020-03-21,18.29
Oregon,2020-03-28,18.12
Oregon,2020-04-04,18.36
Oregon,2020-04-11,18.15
Oregon,2020-04-18,18.05
Oregon,2020-04-25,18.17
Oregon,2020-05-02,16.85
Oregon,2020-05-09,16.59
Oregon,2020-05-16,16.90
Oregon,2020-05-23,17.56
Oregon,2020-05-30,17.65
Oregon,2020-06-06,16.12
Oregon,2020-06-13,17.16
Oregon,2020-06-20,17.25
Oregon,2020-06-27,16.26
Oregon,2020-07-04,17.94
Oregon,2020-07-11,16.83
Oregon,2020-07-18,17.91
Oregon,2020-07-25,17.46
Oregon,2020-08-01,16.97
Oregon,2020-08-08,18.12
Oregon,2020-08-15,18.34
Oregon,2020-08-22,18.62
Oregon,2020-08-29,17.68
Oregon,2020-09-05,16.69
Oregon,2020-09-12,17.39
Oregon,2020-09-19,18.64
Oregon,2020-09-26,17.23
Oregon,2020-10-03,17.30
Oregon,2020-10-10,17.96
Oregon,2020-10-17,16.83
Oregon,2020-10-24,18.01
Oregon,2020-10-31,18.46
Oregon,2020-11-07,19.71
Oregon,2020-11-14,19.78
Oregon,2020-11-21,19.71
Oregon,2020-11-28,20.77
Oregon,2020-12-05,22.09
Oregon,2020-12-12,22.21
Oregon,2020-12-19,23.10
Oregon,2020-12-26,20.72
Oregon,2021-01-02,21.33
Oregon,2021-01-09,20.89
Oregon,2021-01-16,20.98
Oregon,2021-01-23,20.15
Oregon,2021-01-30,19.73
Oregon,2021-02-06,19.71
Oregon,2021-02-13,18.67
Oregon,2021-02-20,19.21
Oregon,2021-02-27,18.88
Oregon,2021-03-06,18.71
Oregon,2021-03-13,18.38
Oregon,2021-03-20,19.47
Oregon,2021-03-27,18.93
Oregon,2021-04-03,19.09
Oregon,2021-04-10,18.41
Oregon,2021-04-17,17.44
Oregon,2021-04-24,18.57
Oregon,2021-05-01,18.24
Oregon,2021-05-08,18.24
Oregon,2021-05-15,19.02
Oregon,2021-05-22,19.42
Oregon,2021-05-29,18.38
Oregon,2021-06-05,18.81
Oregon,2021-06-12,18.57
Oregon,2021-06-19,18.15
Oregon,2021-06-26,18.08
Oregon,2021-07-03,21.92
Oregon,2021-07-10,18.43
Oregon,2021-07-17,18.36
Oregon,2021-07-24,18.86
Oregon,2021-07-31,19.12
Oregon,2021-08-07,18.76
Oregon,2021-08-14,19.97
Oregon,2021-08-21,21.45
Oregon,2021-08-28,21.69
Oregon,2021-09-04,22.37
Oregon,2021-09-11,19.35
Oregon,2021-09-18,14.68
Puerto Rico,2020-01-04,16.89
Puerto Rico,2020-01-11,18.08
Puerto Rico,2020-01-18,20.15
Puerto Rico,2020-01-25,19.17
Puerto Rico,2020-02-01,17.83
Puerto Rico,2020-02-08,18.44
Puerto Rico,2020-02-15,18.90
Puerto Rico,2020-02-22,18.66
Puerto Rico,2020-02-29,18.99
Puerto Rico,2020-03-07,18.84
Puerto Rico,2020-03-14,18.47
Puerto Rico,2020-03-21,19.02
Puerto Rico,2020-03-28,19.66
Puerto Rico,2020-04-04,17.74
Puerto Rico,2020-04-11,18.23
Puerto Rico,2020-04-18,17.19
Puerto Rico,2020-04-25,16.62
Puerto Rico,2020-05-02,16.68
Puerto Rico,2020-05-09,17.35
Puerto Rico,2020-05-16,16.65
Puerto Rico,2020-05-23,17.10
Puerto Rico,2020-05-30,17.35
Puerto Rico,2020-06-06,17.89
Puerto Rico,2020-06-13,17.38
Puerto Rico,2020-06-20,17.99
Puerto Rico,2020-06-27,16.53
Puerto Rico,2020-07-04,16.92
Puerto Rico,2020-07-11,18.29
Puerto Rico,2020-07-18,18.23
Puerto Rico,2020-07-25,18.56
Puerto Rico,2020-08-01,19.90
Puerto Rico,2020-08-08,20.03
Puerto Rico,2020-08-15,20.33
Puerto Rico,2020-08-22,21.12
Puerto Rico,2020-08-29,18.47
Puerto Rico,2020-09-05,19.51
Puerto Rico,2020-09-12,19.26
Puerto Rico,2020-09-19,19.02
Puerto Rico,2020-09-26,19.08
Puerto Rico,2020-10-03,18.11
Puerto Rico,2020-10-10,19.75
Puerto Rico,2020-10-17,18.66
Puerto Rico,2020-10-24,18.29
Puerto Rico,2020-10-31,18.90
Puerto Rico,2020-11-07,19.11
Puerto Rico,2020-11-14,19.11
Puerto Rico,2020-11-21,20.94
Puerto Rico,2020-11-28,21.09
Puerto Rico,2020-12-05,20.91
Puerto Rico,2020-12-12,20.94
Puerto Rico,2020-12-19,22.00
Puerto Rico,2020-12-26,20.97
Puerto Rico,2021-01-02,21.27
Puerto Rico,2021-01-09,21.64
Puerto Rico,2021-01-16,19.75
Puerto Rico,2021-01-23,19.75
Puerto Rico,2021-01-30,20.66
Puerto Rico,2021-02-06,18.93
Puerto Rico,2021-02-13,19.60
Puerto Rico,2021-02-20,19.42
Puerto Rico,2021-02-27,18.90
Puerto Rico,2021-03-06,19.05
Puerto Rico,2021-03-13,18.53
Puerto Rico,2021-03-20,18.59
Puerto Rico,2021-03-27,19.14
Puerto Rico,2021-04-03,18.14
Puerto Rico,2021-04-10,17.47
Puerto Rico,2021-04-17,19.63
Puerto Rico,2021-04-24,20.97
Puerto Rico,2021-05-01,18.93
Puerto Rico,2021-05-08,19.99
Puerto Rico,2021-05-15,20.06
Puerto Rico,2021-05-22,19.23
Puerto Rico,2021-05-29,18.56
Puerto Rico,2021-06-05,18.75
Puerto Rico,2021-06-12,17.38
Puerto Rico,2021-06-19,18.20
Puerto Rico,2021-06-26,18.90
Puerto Rico,2021-07-03,19.20
Puerto Rico,2021-07-10,18.20
Puerto Rico,2021-07-17,17.35
Puerto Rico,2021-07-24,16.65
Puerto Rico,2021-07-31,16.56
Puerto Rico,2021-08-07,16.80
Puerto Rico,2021-08-14,17.07
Puerto Rico,2021-08-21,16.92
Puerto Rico,2021-08-28,14.67
Puerto Rico,2021-09-04,13.79
Puerto Rico,2021-09-11,11.87
United States,2020-01-04,18.16
United States,2020-01-11,18.32
United States,2020-01-18,17.91
United States,2020-01-25,17.85
United States,2020-02-01,17.76
United States,2020-02-08,17.95
United States,2020-02-15,17.74
United States,2020-02-22,17.77
United States,2020-02-29,17.90
United States,2020-03-07,18.01
United States,2020-03-14,17.71
United States,2020-03-21,17.87
United States,2020-03-28,19.02
United States,2020-04-04,21.81
United States,2020-04-11,23.86
United States,2020-04-18,23.17
United States,2020-04-25,22.31
United States,2020-05-02,20.91
United States,2020-05-09,20.16
United States,2020-05-16,19.45
United States,2020-05-23,18.59
United States,2020-05-30,18.01
United States,2020-06-06,17.77
United States,2020-06-13,17.51
United States,2020-06-20,17.50
United States,2020-06-27,17.66
United States,2020-07-04,18.05
United States,2020-07-11,18.69
United States,2020-07-18,19.06
United States,2020-07-25,19.38
United States,2020-08-01,19.38
United States,2020-08-08,19.22
United States,2020-08-15,19.20
United States,2020-08-22,18.88
United States,2020-08-29,18.44
United States,2020-09-05,18.18
United States,2020-09-12,18.00
United States,2020-09-19,18.03
United States,2020-09-26,18.29
United States,2020-10-03,18.04
United States,2020-10-10,18.64
United States,2020-10-17,18.30
United States,2020-10-24,18.77
United States,2020-10-31,19.14
United States,2020-11-07,20.39
United States,2020-11-14,20.77
United States,2020-11-21,21.63
United States,2020-11-28,22.12
United States,2020-12-05,23.36
United States,2020-12-12,24.74
United States,2020-12-19,25.02
United States,2020-12-26,25.45
United States,2021-01-02,26.23
United States,2021-01-09,26.24
United States,2021-01-16,26.35
United States,2021-01-23,25.20
United States,2021-01-30,23.85
United States,2021-02-06,23.03
United States,2021-02-13,21.54
United States,2021-02-20,20.95
United States,2021-02-27,20.11
United States,2021-03-06,19.19
United States,2021-03-13,18.62
United States,2021-03-20,18.17
United States,2021-03-27,18.30
United States,2021-04-03,17.66
United States,2021-04-10,18.34
United States,2021-04-17,17.78
United States,2021-04-24,18.11
United States,2021-05-01,17.95
United States,2021-05-08,17.55
United States,2021-05-15,17.37
United States,2021-05-22,17.43
United States,2021-05-29,16.93
United States,2021-06-05,16.95
United States,2021-06-12,16.83
United States,2021-06-19,16.90
United States,2021-06-26,16.81
United States,2021-07-03,16.88
United States,2021-07-10,16.71
United States,2021-07-17,16.63
United States,2021-07-24,16.91
United States,2021-07-31,17.40
United States,2021-08-07,18.27
United States,2021-08-14,19.15
United States,2021-08-21,19.85
United States,2021-08-28,20.14
United States,2021-09-04,19.90
United States,2021-09-11,18.93
United States,2021-09-18,16.67
United States,2021-09-25,11.64
Tennessee,2020-01-04,23.35
Tennessee,2020-01-11,24.41
Tennessee,2020-01-18,23.11
Tennessee,2020-01-25,22.17
Tennessee,2020-02-01,23.02
Tennessee,2020-02-08,23.33
Tennessee,2020-02-15,21.04
Tennessee,2020-02-22,21.94
Tennessee,2020-02-29,21.76
Tennessee,2020-03-07,23.31
Tennessee,2020-03-14,23.17
Tennessee,2020-03-21,22.08
Tennessee,2020-03-28,22.11
Tennessee,2020-04-04,23.05
Tennessee,2020-04-11,21.91
Tennessee,2020-04-18,22.30
Tennessee,2020-04-25,21.46
Tennessee,2020-05-02,21.63
Tennessee,2020-05-09,21.59
Tennessee,2020-05-16,22.34
Tennessee,2020-05-23,22.53
Tennessee,2020-05-30,21.23
Tennessee,2020-06-06,21.49
Tennessee,2020-06-13,21.71
Tennessee,2020-06-20,22.72
Tennessee,2020-06-27,22.60
Tennessee,2020-07-04,22.18
Tennessee,2020-07-11,23.64
Tennessee,2020-07-18,23.88
Tennessee,2020-07-25,24.74
Tennessee,2020-08-01,24.79
Tennessee,2020-08-08,24.70
Tennessee,2020-08-15,24.28
Tennessee,2020-08-22,24.41
Tennessee,2020-08-29,24.73
Tennessee,2020-09-05,23.50
Tennessee,2020-09-12,24.99
Tennessee,2020-09-19,23.44
Tennessee,2020-09-26,25.22
Tennessee,2020-10-03,25.06
Tennessee,2020-10-10,25.60
Tennessee,2020-10-17,25.81
Tennessee,2020-10-24,25.87
Tennessee,2020-10-31,26.64
Tennessee,2020-11-07,26.26
Tennessee,2020-11-14,28.00
Tennessee,2020-11-21,28.95
Tennessee,2020-11-28,27.77
Tennessee,2020-12-05,31.83
Tennessee,2020-12-12,31.66
Tennessee,2020-12-19,31.46
Tennessee,2020-12-26,34.16
Tennessee,2021-01-02,34.22
Tennessee,2021-01-09,35.12
Tennessee,2021-01-16,33.37
Tennessee,2021-01-23,33.11
Tennessee,2021-01-30,30.11
Tennessee,2021-02-06,28.25
Tennessee,2021-02-13,25.66
Tennessee,2021-02-20,25.94
Tennessee,2021-02-27,25.38
Tennessee,2021-03-06,24.05
Tennessee,2021-03-13,23.15
Tennessee,2021-03-20,22.79
Tennessee,2021-03-27,23.89
Tennessee,2021-04-03,22.67
Tennessee,2021-04-10,24.50
Tennessee,2021-04-17,23.35
Tennessee,2021-04-24,24.11
Tennessee,2021-05-01,23.80
Tennessee,2021-05-08,23.82
Tennessee,2021-05-15,23.70
Tennessee,2021-05-22,22.67
Tennessee,2021-05-29,22.21
Tennessee,2021-06-05,22.34
Tennessee,2021-06-12,23.90
Tennessee,2021-06-19,22.67
Tennessee,2021-06-26,22.18
Tennessee,2021-07-03,21.72
Tennessee,2021-07-10,20.87
Tennessee,2021-07-17,21.57
Tennessee,2021-07-24,22.25
Tennessee,2021-07-31,23.02
Tennessee,2021-08-07,24.45
Tennessee,2021-08-14,25.81
Tennessee,2021-08-21,27.54
Tennessee,2021-08-28,29.35
Tennessee,2021-09-04,31.01
Tennessee,2021-09-11,30.46
Tennessee,2021-09-18,27.52
Tennessee,2021-09-25,19.23
Oklahoma,2020-01-04,22.76
Oklahoma,2020-01-11,20.79
Oklahoma,2020-01-18,21.47
Oklahoma,2020-01-25,20.28
Oklahoma,2020-02-01,21.04
Oklahoma,2020-02-08,20.61
Oklahoma,2020-02-15,20.36
Oklahoma,2020-02-22,20.66
Oklahoma,2020-02-29,20.94
Oklahoma,2020-03-07,20.18
Oklahoma,2020-03-14,20.00
Oklahoma,2020-03-21,20.89
Oklahoma,2020-03-28,21.62
Oklahoma,2020-04-04,19.80
Oklahoma,2020-04-11,21.64
Oklahoma,2020-04-18,20.18
Oklahoma,2020-04-25,19.70
Oklahoma,2020-05-02,19.17
Oklahoma,2020-05-09,19.60
Oklahoma,2020-05-16,18.51
Oklahoma,2020-05-23,20.58
Oklahoma,2020-05-30,18.69
Oklahoma,2020-06-06,19.93
Oklahoma,2020-06-13,19.45
Oklahoma,2020-06-20,18.72
Oklahoma,2020-06-27,19.32
Oklahoma,2020-07-04,19.73
Oklahoma,2020-07-11,19.40
Oklahoma,2020-07-18,20.05
Oklahoma,2020-07-25,22.83
Oklahoma,2020-08-01,22.25
Oklahoma,2020-08-08,20.56
Oklahoma,2020-08-15,21.72
Oklahoma,2020-08-22,22.15
Oklahoma,2020-08-29,20.56
Oklahoma,2020-09-05,20.91
Oklahoma,2020-09-12,20.26
Oklahoma,2020-09-19,20.03
Oklahoma,2020-09-26,22.96
Oklahoma,2020-10-03,21.49
Oklahoma,2020-10-10,24.50
Oklahoma,2020-10-17,21.77
Oklahoma,2020-10-24,23.87
Oklahoma,2020-10-31,25.89
Oklahoma,2020-11-07,25.96
Oklahoma,2020-11-14,26.90
